 AnimalID,animaltype,birthweight,birthweightadj,sireframescore,bcsrecent,bcsprevious,bcsdifference,damweightatwean,weandate,weangpd,weanheight,weanweight,weanwda,weanweightdate,adj205h,adj205w,weanframescore,ageatwean,yearlingheight,yearlingdate,yearlingweight,adjyearlingh,adjyearlingw,yearlingframescore,ageatyearling,customweight,customweightdate,customheight,customheightdate,currentwtcow,adj365dht,currentwtheifer,backfat,treatment,blockpen,replicate,email_id
258,Cow,60,68,0,0,0,0,0,11/2/2015,1.4,40.83,414,1.6,11/2/2015,40.3,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
259,Cow,70,78,0,0,0,0,0,1/1/1960,1.4,30.83,387,1.7,1/1/1960,31,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
260,Cow,70,70,0,0,0,0,0,1/1/1960,1.9,30.17,464,2.2,1/1/1960,30,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
261,Cow,72,80,0,0,0,0,901,1/1/1960,1.3,30.5,348,1.6,1/1/1960,31,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
262,Cow,70,70,0,0,0,0,0,1/1/1960,2.3,27.82,551,2.6,1/1/1960,27.7,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
263,Cow,60,60,0,0,0,0,0,1/1/1960,1.9,30.56,466,2.2,1/1/1960,30.4,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
264,Cow,80,80,0,0,0,0,0,1/1/1960,1.8,29.19,461,2.2,1/1/1960,29,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
265,Cow,66,66,0,0,0,0,0,1/1/1960,1.7,30.06,422,2,1/1/1960,29.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
266,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
267,Cow,80,82,0,0,0,0,0,11/2/2015,2.1,44.73,572,2.4,11/2/2015,44.4,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
268,Cow,68,68,0,0,0,0,0,1/1/1960,1.9,30.79,445,2.2,1/1/1960,30.8,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
269,Cow,86,86,0,0,0,0,0,1/1/1960,1.9,30.14,481,2.4,1/1/1960,30.2,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
270,Cow,80,80,0,0,0,0,0,1/1/1960,2.1,28.79,500,2.5,1/1/1960,28.8,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
271,Cow,82,82,0,0,0,0,0,1/1/1960,2.3,28.56,549,2.7,1/1/1960,28.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
272,Cow,64,64,0,0,0,0,0,1/1/1960,1.9,30.07,456,2.2,1/1/1960,30.1,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
273,Cow,60,60,0,0,0,0,0,1/1/1960,2,33.5,456,2.2,1/1/1960,33.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
274,Cow,70,70,0,0,0,0,0,1/1/1960,2.1,31.31,496,2.4,1/1/1960,31.4,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
275,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
276,Cow,110,110,0,0,0,0,0,11/2/2015,2.2,45.91,540,2.8,11/2/2015,46.1,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
277,Cow,58,63,0,0,0,0,0,11/2/2015,1.1,36.96,277,1.4,11/2/2015,37.7,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
278,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
279,Cow,90,95,0,0,0,0,0,11/2/2015,1.6,41.88,407,2.1,11/2/2015,42.8,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
280,Cow,54,59,0,0,0,0,0,1/1/1960,1.5,36.83,290,1.8,1/1/1960,38.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
281,Cow,70,75,0,0,0,0,0,1/1/1960,2,31.43,383,2.5,1/1/1960,33.2,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
282,Cow,62,67,0,0,0,0,0,1/1/1960,1.7,34.28,312,2.1,1/1/1960,36.2,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
283,Cow,100,100,0,0,0,0,0,1/1/1960,2.6,44.9,484,3.3,1/1/1960,46.3,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
284,Cow,70,70,0,0,0,0,0,1/1/1960,2.3,31.95,403,2.8,1/1/1960,33.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
285,Cow,90,90,0,0,0,0,0,1/1/1960,2.2,29.92,401,2.9,1/1/1960,31.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
286,Cow,100,100,0,0,0,0,0,11/2/2015,1.9,45.87,428,2.5,11/2/2015,46.7,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
287,Cow,98,98,0,0,0,0,0,1/1/1960,2.6,29.09,434,3.3,1/1/1960,31,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
288,Cow,86,94,0,0,0,0,0,11/2/2015,1.5,35.22,331,2,11/2/2015,36.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
289,Cow,76,76,0,0,0,0,0,1/1/1960,0,0,350,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
290,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
291,Cow,74,74,0,0,0,0,0,1/1/1960,0,0,386,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
292,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
293,Cow,86,86,0,0,0,0,0,11/2/2015,2,44.35,406,2.5,11/2/2015,45.4,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
294,Cow,66,0,0,0,0,0,0,5/11/2016,0,38,434,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
295,Cow,50,0,0,0,0,0,0,5/11/2016,0,37,292,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
296,Steer,82,0,0,0,0,0,0,5/11/2016,0,37,438,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
297,Steer,68,0,0,0,0,0,0,5/11/2016,0,41,393,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
298,Steer,74,0,0,0,0,0,0,5/11/2016,0,38,414,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
299,Cow,82,0,0,0,0,0,0,5/11/2016,0,40,400,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
300,Steer,65,0,0,0,0,0,0,5/11/2016,0,39,430,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
301,Steer,66,0,0,0,0,0,0,5/11/2016,0,38,391,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
302,Cow,80,0,0,0,0,0,0,5/11/2016,0,39,386,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
303,Cow,74,0,0,0,0,0,0,5/11/2016,0,39,376,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
304,Steer,66,0,0,0,0,0,0,5/11/2016,0,40,420,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
305,Cow,90,0,0,0,0,0,0,5/11/2016,0,40,400,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
306,Cow,106,0,0,0,0,0,0,5/11/2016,0,37,409,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
307,Cow,80,0,0,0,0,0,0,5/11/2016,0,34,397,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
308,Cow,54,0,0,0,0,0,0,5/11/2016,0,35,374,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
309,Cow,82,0,0,0,0,0,0,5/11/2016,0,35,340,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
310,Cow,76,0,0,0,0,0,0,5/11/2016,0,36,366,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
311,Cow,75,0,0,0,0,0,0,5/11/2016,0,36,340,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
312,Steer,90,0,0,0,0,0,0,5/11/2016,0,33,375,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
313,Cow,76,0,0,0,0,0,0,5/11/2016,0,36,335,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
314,Steer,70,0,0,0,0,0,0,5/11/2016,0,35,310,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
315,Cow,55,0,0,0,0,0,0,5/11/2016,0,31,245,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
316,Cow,80,0,0,0,0,0,0,5/11/2016,0,36,278,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
317,Cow,82,0,0,0,0,0,0,5/11/2016,0,31,262,0,5/11/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
318,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
319,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
320,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
321,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
322,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
323,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
324,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
325,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
326,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
327,Calf,75,75,0,0,0,0,0,10/6/2016,2.4,40.8,574,2.7,10/6/2016,40.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
328,Calf,100,100,0,0,0,0,0,10/6/2016,3,46.05,727,3.4,10/6/2016,45.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
329,Calf,85,87,0,0,0,0,0,10/4/2016,2.1,41.11,533,2.5,10/4/2016,41.4,0,0,0,0,1/1/1960,627,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
330,Heifer,80,80,0,0,0,0,0,10/4/2016,2.1,43.35,517,2.5,10/4/2016,43.2,0,0,0,0,1/1/1960,720,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
331,Steer,92,92,0,0,0,0,0,10/4/2016,2.6,44.29,630,3,10/4/2016,44.1,0,0,0,0,1/1/1960,681,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
332,Calf,82,82,0,0,0,0,0,10/6/2016,2.6,46.68,627,3,10/6/2016,46.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
333,Heifer,80,80,0,0,0,0,0,10/4/2016,2.4,43.98,588,2.8,10/4/2016,43.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
334,Steer,70,75,0,0,0,0,0,10/4/2016,2.1,43.33,505,2.4,10/4/2016,43.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
335,Heifer,84,84,0,0,0,0,0,10/4/2016,2.3,40.62,552,2.7,10/4/2016,40.5,0,0,0,0,1/1/1960,739,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
336,Steer,92,92,0,0,0,0,0,10/4/2016,2.4,45.57,591,2.8,10/4/2016,45.5,0,0,0,0,1/1/1960,685,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
337,Heifer,40,40,0,0,0,0,0,10/4/2016,2.2,42.08,497,2.4,10/4/2016,42,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
338,Heifer,80,80,0,0,0,0,0,10/4/2016,2.7,43.25,635,3.1,10/4/2016,43.3,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
339,Heifer,104,104,0,0,0,0,0,10/4/2016,1.7,40.4,448,2.2,10/4/2016,40.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
340,Heifer,86,0,0,0,0,0,0,10/4/2016,0,42.14,518,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
341,Steer,92,0,0,0,0,0,0,10/4/2016,0,44.13,574,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
342,Steer,104,0,0,0,0,0,0,10/4/2016,0,42.32,561,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
343,Steer,68,0,0,0,0,0,0,10/4/2016,0,40.49,403,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
344,Steer,54,0,0,0,0,0,0,10/7/2016,0,41.75,419,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
345,Heifer,50,0,0,0,0,0,0,10/7/2016,0,41.16,406,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
346,Calf,62,0,0,0,0,0,0,10/7/2016,0,40.24,402,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
347,Calf,60,0,0,0,0,0,0,10/6/2016,0,45.33,568,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
348,Calf,60,0,0,0,0,0,0,10/6/2016,0,43.87,534,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
349,Calf,84,0,0,0,0,0,0,10/6/2016,0,47.58,630,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
350,Calf,65,0,0,0,0,0,0,10/6/2016,0,42.59,596,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
351,Calf,65,0,0,0,0,0,0,10/6/2016,0,43.25,614,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
352,Steer,60,0,0,0,0,0,0,10/6/2016,0,48.55,613,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
353,Heifer,60,0,0,0,0,0,0,10/4/2016,0,41.36,547,0,10/4/2016,0,0,0,0,0,1/1/1960,652,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
354,Heifer,70,0,0,0,0,0,0,10/4/2016,0,41.74,504,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
355,Calf,66,0,0,0,0,0,0,10/4/2016,0,39.44,451,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
356,Heifer,60,0,0,0,0,0,0,10/4/2016,0,38.77,524,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
357,Steer,92,0,0,0,0,0,0,10/4/2016,0,43.84,612,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
358,Heifer,70,0,0,0,0,0,0,10/4/2016,0,41.61,592,0,10/4/2016,0,0,0,0,0,1/1/1960,782,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
359,Steer,72,0,0,0,0,0,0,10/4/2016,0,42.37,591,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
360,Heifer,102,0,0,0,0,0,0,10/4/2016,0,45.11,633,0,10/4/2016,0,0,0,0,0,1/1/1960,695,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
361,Steer,92,0,0,0,0,0,0,10/4/2016,0,43.02,564,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
362,Steer,60,0,0,0,0,0,0,10/7/2016,0,40.01,388,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
363,Heifer,62,0,0,0,0,0,0,10/7/2016,0,40.27,413,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
364,Calf,60,0,0,0,0,0,0,10/7/2016,0,43.74,511,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
365,Steer,110,0,0,0,0,0,0,10/6/2016,0,47.29,650,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
366,Calf,90,0,0,0,0,0,0,10/6/2016,0,43.89,563,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
367,Calf,92,0,0,0,0,0,0,10/6/2016,0,39.68,590,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
368,Steer,100,0,0,0,0,0,0,10/6/2016,0,46.71,665,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
369,Calf,100,0,0,0,0,0,0,10/6/2016,0,43.87,627,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
370,Steer,90,0,0,0,0,0,0,10/6/2016,0,44.43,637,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
371,Calf,92,0,0,0,0,0,0,10/6/2016,0,46.75,610,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
372,Steer,90,0,0,0,0,0,0,10/6/2016,0,47.28,639,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
373,Heifer,70,0,0,0,0,0,0,10/7/2016,0,42.56,479,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
374,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
375,Steer,70,0,0,0,0,0,0,10/7/2016,0,41.38,516,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
376,Calf,70,0,0,0,0,0,0,10/7/2016,0,41.03,450,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
377,Heifer,80,0,0,0,0,0,0,10/7/2016,0,42.49,490,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
378,Heifer,90,0,0,0,0,0,0,10/4/2016,0,46.84,648,0,10/4/2016,0,0,0,0,0,1/1/1960,613,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
379,Heifer,92,0,0,0,0,0,0,10/4/2016,0,43.62,569,0,10/4/2016,0,0,0,0,0,1/1/1960,769,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
380,Calf,90,0,0,0,0,0,0,10/4/2016,0,46.62,725,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
381,Steer,90,0,0,0,0,0,0,10/4/2016,0,44.53,523,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
382,Heifer,80,0,0,0,0,0,0,10/4/2016,0,41.56,553,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
383,Heifer,80,0,0,0,0,0,0,10/4/2016,0,38.17,380,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
384,Calf,80,0,0,0,0,0,0,10/4/2016,0,41.67,588,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
385,Heifer,70,0,0,0,0,0,0,10/4/2016,0,40.29,482,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
386,Steer,70,0,0,0,0,0,0,10/4/2016,0,43.15,572,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
